"id";"seed_id";"cited_paper_id";"is_influential"
1627;1450;1499;0
1628;1450;973;0
1629;1450;981;0
1630;1450;982;0
1631;1450;1500;0
1632;1450;1501;0
1633;1450;1502;0
1634;1450;1503;0
1635;1450;1504;0
1636;1450;994;1
1638;1450;1506;0
1639;1450;1507;0
1640;1450;1508;0
1641;1450;1007;0
1642;1450;1008;1
1643;1450;1009;0
1644;1450;1010;0
1647;1450;1017;0
1648;1450;1510;0
1649;1450;1027;0
1650;1450;1511;0
1651;1450;1029;0
1652;1450;1512;0
1653;1450;1513;0
1654;1450;1514;1
1657;1450;1057;0
1658;1450;1517;0
1659;1450;1518;0
1660;1450;1519;0
1661;1450;1520;0
1662;1450;1257;0
1663;1450;1064;0
1664;1450;1521;0
1665;1450;126;0
1678;1450;770;0
1686;982;1536;0
1687;982;1537;0
1688;982;743;0
1689;982;1538;0
1690;982;1539;1
1691;982;954;0
1692;982;959;0
1693;982;1540;0
1695;982;1542;0
1696;982;1543;0
1699;982;970;0
1700;982;1546;0
1701;982;1547;0
1702;982;1548;0
1703;982;1549;0
1704;982;972;0
1705;982;1550;0
1706;982;1353;0
1707;982;978;1
1708;982;1551;0
1710;982;986;0
1711;982;1553;0
1712;982;1554;0
1713;982;1555;0
1714;982;988;0
1716;982;1556;0
1717;982;1557;0
1718;982;1558;0
1719;982;1559;0
1720;982;1560;0
1722;982;1206;1
1723;982;1207;0
1724;982;995;1
1725;982;1356;0
1726;982;1507;0
1729;982;999;1
1730;982;1002;0
1731;982;1003;0
1732;982;1210;0
1733;982;1562;0
1734;982;1010;0
1744;982;1568;0
1747;982;1016;0
1748;982;1017;0
1749;982;1510;0
1750;982;1570;1
1751;982;1571;0
1752;982;1572;0
1753;982;1573;0
1754;982;1574;0
1755;982;1024;0
1759;982;1578;0
1760;982;1579;0
1761;982;1580;0
1762;982;1581;0
1763;982;1582;0
1764;982;1583;0
1765;982;1584;0
1766;982;1029;1
1767;982;1030;1
1768;982;1031;0
1769;982;1032;0
1770;982;1585;0
1771;982;1586;0
1772;982;1587;0
1773;982;1512;0
1774;982;1588;0
1775;982;1589;0
1776;982;1218;1
1777;982;1590;0
1778;982;1591;0
1780;982;1593;0
1781;982;1594;0
1782;982;93;0
1783;982;1228;0
1784;982;1229;0
1785;982;1595;0
1786;982;1230;1
1788;982;1597;0
1789;982;1044;0
1790;982;1598;0
1791;982;1599;0
1792;982;1046;0
1793;982;1600;0
1795;982;1048;1
1796;982;1602;0
1797;982;1235;0
1798;982;1050;0
1799;982;1603;0
1800;982;868;0
1801;982;1514;0
1802;982;1604;0
1803;982;1055;0
1806;982;1606;0
1808;982;1608;0
1811;982;1441;0
1812;982;1609;0
1813;982;1368;0
1814;982;1610;0
1816;982;1249;1
1818;982;1172;0
1819;982;1613;0
1820;982;1058;0
1821;982;1059;0
1822;982;1251;1
1823;982;1614;0
1824;982;1060;0
1826;982;1063;0
1830;982;1257;0
1832;982;1064;0
1833;982;1620;0
1834;982;1259;1
1835;982;1260;1
1838;982;1262;1
1839;982;1623;0
1840;982;1624;0
1844;982;1070;0
1845;982;126;0
1846;982;1628;0
1848;982;1630;0
1866;982;770;1
1891;1656;1665;0
1893;1656;739;0
1897;1656;1670;0
1898;1656;1481;0
1907;1656;1536;0
1913;1656;1496;0
1920;1656;1690;0
1921;1656;1543;0
1924;1656;748;0
1925;1656;974;0
1930;1656;1697;0
1931;1656;1698;0
1932;1656;1699;0
1936;1656;1703;0
1939;1656;995;0
1943;1656;1709;0
1945;1656;1711;0
1948;1656;1714;0
1952;1656;1718;0
1954;1656;1720;0
1956;1656;1722;0
1957;1656;1723;0
1958;1656;636;0
1960;1656;1725;0
1962;1656;1727;0
1966;1656;1731;0
1967;1656;1732;0
1968;1656;1733;0
1970;1656;1735;0
1972;1656;1737;0
1974;1656;1739;0
1978;1656;1743;0
1982;1656;93;0
1985;1656;1749;0
1994;1656;105;0
1995;1656;1440;0
1999;1656;1759;0
2000;1656;1057;0
2001;1656;1368;0
2005;1656;1172;0
2006;1656;1058;0
2008;1656;1764;0
2011;1656;1767;0
2014;1656;1064;0
2019;1656;1774;0
2023;1656;1070;0
2024;1656;126;0
2027;1656;1780;0
2034;1656;879;0
2083;1656;1829;0
2086;1656;1832;0
2099;1656;770;0
2131;1871;1872;0
2133;1871;1874;0
2134;1871;1875;0
2135;1871;1876;1
2136;1871;1877;0
2137;1871;1878;1
2138;1871;1879;0
2139;1871;1880;1
2140;1871;1881;0
2141;1871;1882;0
2142;1871;1883;0
2144;1871;983;0
2145;1871;1885;0
2146;1871;1886;0
2147;1871;1553;0
2148;1871;1555;0
2149;1871;992;0
2150;1871;1558;0
2151;1871;1703;0
2152;1871;1887;0
2153;1871;1888;0
2156;1871;1889;0
2157;1871;1427;0
2158;1871;1890;0
2160;1871;1892;0
2162;1871;1894;0
2163;1871;1220;0
2165;1871;1896;0
2166;1871;1897;0
2167;1871;1041;0
2168;1871;1898;0
2169;1871;1046;1
2170;1871;1899;0
2171;1871;1049;0
2172;1871;1050;0
2173;1871;1246;0
2174;1871;1610;0
2175;1871;1249;0
2176;1871;1172;0
2177;1871;1058;0
2178;1871;1251;0
2179;1871;1900;0
2180;1871;1063;0
2181;1871;1256;0
2182;1871;1620;1
2183;1871;1260;0
2184;1871;1901;0
2198;1871;1832;0
2199;1871;1910;0
2207;1016;995;1
2208;1016;1709;0
2209;1016;1919;0
2210;1016;1920;0
2211;1016;1921;0
2212;1016;1004;0
2216;1016;1562;0
2217;1016;1925;1
2218;1016;1008;0
2219;1016;1009;0
2220;1016;1422;0
2223;1016;1888;0
2227;1016;1929;0
2228;1016;1930;0
2229;1016;1425;0
2230;1016;1931;0
2232;1016;1932;0
2233;1016;1933;0
2234;1016;1934;0
2235;1016;1935;0
2236;1016;1215;0
2237;1016;1936;0
2238;1016;1427;0
2240;1016;1428;0
2241;1016;1937;0
2242;1016;1429;0
2246;1016;1026;1
2247;1016;1941;0
2248;1016;1430;0
2249;1016;1027;0
2250;1016;1942;0
2252;1016;1028;0
2253;1016;1029;0
2254;1016;1432;1
2255;1016;1030;1
2256;1016;1031;1
2258;1016;1945;1
2259;1016;1946;0
2260;1016;1947;0
2261;1016;1032;1
2262;1016;1948;0
2263;1016;1949;0
2264;1016;1950;0
2266;1016;1034;0
2268;1016;1953;0
2270;1016;1955;0
2271;1016;1587;0
2272;1016;1036;0
2273;1016;1434;0
2277;1016;1957;0
2278;1016;1958;0
2279;1016;1959;0
2280;1016;1960;0
2281;1016;1436;0
2287;1016;1964;0
2288;1016;1965;0
2289;1016;1966;0
2290;1016;93;0
2291;1016;1225;0
2292;1016;1040;0
2293;1016;1967;0
2297;1016;1970;0
2299;1016;1972;0
2300;1016;1973;0
2301;1016;1229;0
2302;1016;1044;0
2303;1016;1045;0
2304;1016;1974;0
2305;1016;1975;1
2306;1016;1976;0
2307;1016;1977;0
2309;1016;1898;0
2310;1016;1979;0
2311;1016;1980;1
2312;1016;1981;1
2313;1016;1046;1
2314;1016;1233;0
2315;1016;1899;0
2316;1016;1048;1
2317;1016;1602;1
2318;1016;1049;0
2319;1016;1234;0
2320;1016;1982;0
2321;1016;1235;1
2322;1016;1983;0
2323;1016;1439;1
2324;1016;1984;0
2325;1016;1985;1
2327;1016;1053;0
2329;1016;1987;1
2330;1016;1988;0
2331;1016;1989;0
2332;1016;1239;0
2335;1016;1240;1
2336;1016;1992;1
2337;1016;1993;1
2338;1016;1994;0
2339;1016;1055;0
2341;1016;1995;0
2342;1016;1996;0
2343;1016;1997;0
2344;1016;1056;1
2345;1016;1998;0
2348;1016;2000;0
2349;1016;1440;0
2351;1016;1608;0
2352;1016;2002;0
2355;1016;2004;0
2356;1016;2005;0
2358;1016;1057;0
2359;1016;1441;0
2360;1016;2007;0
2361;1016;2008;0
2362;1016;2009;0
2363;1016;1609;0
2364;1016;2010;0
2366;1016;2012;0
2367;1016;2013;0
2368;1016;2014;0
2369;1016;1246;0
2370;1016;2015;0
2371;1016;2016;1
2373;1016;1368;1
2374;1016;1610;0
2375;1016;1249;1
2377;1016;1172;0
2378;1016;2019;0
2379;1016;2020;1
2380;1016;1058;0
2381;1016;1059;0
2383;1016;1251;1
2384;1016;2022;0
2385;1016;2023;0
2386;1016;2024;0
2387;1016;2025;0
2388;1016;1060;0
2390;1016;1061;0
2391;1016;2027;0
2392;1016;2028;0
2393;1016;1443;0
2394;1016;2029;0
2395;1016;1062;0
2396;1016;1253;1
2397;1016;1063;0
2398;1016;2030;0
2401;1016;1767;0
2402;1016;2033;0
2403;1016;1256;1
2404;1016;2034;0
2406;1016;2036;0
2407;1016;1257;0
2408;1016;2037;1
2409;1016;1064;0
2410;1016;2038;0
2411;1016;1258;0
2412;1016;1620;0
2413;1016;2039;0
2414;1016;1259;1
2415;1016;1260;1
2416;1016;1065;0
2417;1016;2040;1
2418;1016;2041;1
2419;1016;2042;0
2420;1016;2043;0
2421;1016;2044;0
2422;1016;1262;0
2425;1016;2046;1
2428;1016;2049;1
2429;1016;2050;0
2432;1016;2053;1
2433;1016;2054;1
2440;1016;1070;1
2441;1016;286;0
2442;1016;126;1
2444;1016;1071;1
2455;1016;1630;0
2460;1016;2067;0
2481;1016;2081;1
2487;1016;1445;1
2518;1016;2108;0
2548;1016;2130;0
2549;1016;2131;0
2550;1016;2132;1
2559;1016;2139;0
2563;1016;2143;0
2572;1016;1832;0
2573;1016;2150;1
2574;1016;2151;1
2585;1016;770;0
2699;1098;2196;0
2700;1098;2197;0
2704;1098;2201;1
2711;1098;2208;0
2712;1098;2209;0
2713;1098;2210;0
2715;1098;2212;0
2716;1098;2213;0
2717;1098;2214;0
2718;1098;2215;1
2719;1098;2216;0
2720;1098;2217;0
2721;1098;2218;1
2722;1098;2219;0
2723;1098;2220;0
2724;1098;2221;0
2725;1098;2222;0
2726;1098;2223;1
2727;1098;2224;1
2728;1098;2225;0
2729;1098;2226;0
2730;1098;2227;0
2731;1098;2228;0
2732;1098;2229;0
2733;1098;2230;0
2734;1098;2231;0
2735;1098;2232;1
2736;1098;732;0
2737;1098;2233;0
2738;1098;2234;1
2739;1098;2235;1
2740;1098;2236;0
2741;1098;1400;0
2742;1098;2237;1
2743;1098;2238;1
2744;1098;2239;0
2745;1098;2240;0
2746;1098;2241;0
2747;1098;2242;0
2766;1098;2260;0
2768;1098;2262;0
2770;1098;2264;0
2771;1098;1476;0
2772;1098;2265;0
2773;1098;2266;0
2774;1098;1477;1
2775;1098;2267;0
2776;1098;2268;0
2777;1098;1122;1
2778;1098;2269;0
2779;1098;2270;0
2780;1098;2271;1
2781;1098;2272;0
2782;1098;2273;0
2783;1098;2274;0
2784;1098;2275;0
2785;1098;1404;0
2786;1098;2276;1
2787;1098;2277;1
2788;1098;2278;1
2789;1098;1875;0
2791;1098;2280;0
2794;1098;2283;0
2795;1098;2284;0
2796;1098;2285;0
2797;1098;2286;1
2798;1098;2287;1
2799;1098;1343;1
2800;1098;1481;0
2802;1098;2289;1
2803;1098;2290;0
2804;1098;1344;0
2805;1098;2291;1
2806;1098;2292;1
2807;1098;1127;1
2808;1098;2293;1
2810;1098;2295;0
2811;1098;1876;1
2812;1098;1484;1
2815;1098;2297;1
2816;1098;2298;1
2818;1098;2300;0
2819;1098;2301;0
2820;1098;2302;0
2821;1098;2303;0
2822;1098;1129;0
2823;1098;2304;0
2824;1098;2305;1
2825;1098;2306;0
2827;1098;2308;0
2828;1098;2309;0
2829;1098;2310;0
2830;1098;2311;1
2831;1098;2312;0
2832;1098;2313;1
2833;1098;2314;1
2834;1098;2315;0
2835;1098;2316;0
2836;1098;2317;0
2837;1098;2318;1
2839;1098;2320;1
2840;1098;1133;1
2841;1098;954;0
2842;1098;2321;0
2843;1098;1135;0
2844;1098;2322;1
2845;1098;1137;0
2846;1098;2323;0
2847;1098;2324;0
2848;1098;2325;0
2850;1098;2327;0
2851;1098;2328;1
2852;1098;2329;0
2853;1098;2330;1
2854;1098;2331;0
2855;1098;2332;1
2856;1098;2333;1
2857;1098;2334;1
2858;1098;2335;1
2861;1098;2337;1
2863;1098;970;1
2869;1098;2343;1
2871;1098;2344;0
2874;1098;2347;1
2875;1098;1546;1
2876;1098;2348;0
2877;1098;1548;1
2878;1098;1549;1
2879;1098;2349;1
2880;1098;2350;0
2881;1098;1550;1
2882;1098;2351;1
2883;1098;1411;1
2884;1098;2352;1
2885;1098;1412;0
2886;1098;2353;0
2887;1098;2354;1
2888;1098;2355;0
2889;1098;1352;0
2890;1098;2356;0
2891;1098;2357;0
2892;1098;2358;1
2893;1098;1353;1
2894;1098;1413;1
2895;1098;976;0
2896;1098;2359;1
2897;1098;2360;1
2898;1098;2361;1
2899;1098;2362;1
2900;1098;1551;1
2901;1098;2363;0
2902;1098;1415;1
2903;1098;2364;0
2904;1098;2365;1
2905;1098;2366;0
2906;1098;2367;0
2907;1098;2368;1
2908;1098;2369;0
2909;1098;2370;0
2910;1098;2371;0
2911;1098;2372;0
2913;1098;1558;0
2914;1098;2373;1
2915;1098;1560;1
2916;1098;2374;0
2917;1098;2375;0
2918;1098;752;0
2919;1098;2376;0
2920;1098;1887;0
2921;1098;2377;1
2922;1098;1507;0
2927;1098;2381;1
2928;1098;1921;0
2929;1098;1002;1
2930;1098;1003;1
2931;1098;1004;1
2932;1098;2382;1
2933;1098;1154;0
2934;1098;1925;0
2935;1098;1009;1
2937;1098;1888;0
2939;1098;1016;0
2940;1098;1017;1
2941;1098;2384;0
2942;1098;1425;1
2945;1098;2387;0
2946;1098;2388;0
2948;1098;1580;0
2949;1098;2390;0
2950;1098;1027;0
2951;1098;1029;1
2952;1098;1159;0
2953;1098;1030;0
2954;1098;1585;1
2955;1098;1034;1
2956;1098;1512;1
2957;1098;1434;0
2958;1098;1588;0
2961;1098;2392;1
2963;1098;2394;0
2964;1098;1436;1
2967;1098;2395;0
2968;1098;1897;0
2969;1098;93;1
2970;1098;2396;0
2971;1098;2397;0
2973;1098;1967;0
2974;1098;2399;0
2975;1098;2400;0
2976;1098;2401;0
2978;1098;2403;0
