"id";"seed_id";"cited_paper_id";"is_influential"
15851;10806;10967;0
15852;10806;10968;0
15853;10806;10969;0
15854;10806;10970;0
15855;10806;3427;0
15856;10806;10971;0
15857;10806;10972;0
15858;10806;10973;0
15859;10806;10974;1
15860;10806;10320;0
15861;10806;10975;0
15862;10806;3452;0
15864;10806;3455;1
15867;10806;10978;0
15868;10806;10979;0
15869;10806;751;0
15870;10806;3465;1
15871;10806;3466;0
15872;10806;3469;0
15873;10806;3475;1
15874;10806;3482;0
15875;10806;3484;0
15876;10806;10980;0
15877;10806;10981;0
15878;10806;6154;0
15879;10806;1023;0
15880;10806;10982;0
15881;10806;1581;0
15882;10806;1582;1
15883;10806;1586;1
15884;10806;93;1
15885;10806;10983;0
15886;10806;3730;0
15887;10806;1997;0
15888;10806;6166;0
15889;10806;2027;0
15891;10806;1520;0
15892;10806;1767;0
15893;10806;10984;0
15895;10806;1070;0
15896;10806;126;1
15897;10806;1071;0
15919;10806;770;0
15920;10806;2399;0
15931;11004;9618;0
15934;11004;3569;0
15935;11004;11013;0
15937;11004;3582;0
15939;11004;10634;0
15940;11004;1997;0
15943;11004;10641;0
15944;11004;11017;0
15945;11004;3192;0
15948;11004;10646;0
15951;11004;11022;1
15954;11004;11025;0
15955;11004;286;0
15956;11004;126;0
15959;11004;1267;0
15961;11004;11027;1
16015;10558;11071;0
16017;10558;10563;0
16018;10558;3575;0
16019;10558;10564;0
16021;10558;3582;0
16022;10558;10635;0
16023;10558;11072;0
16024;10558;1997;0
16025;10558;10568;0
16026;10558;1998;0
16027;10558;11073;0
16028;10558;10637;0
16030;10558;5976;0
16032;10558;10642;0
16033;10558;11074;0
16034;10558;3595;0
16035;10558;11075;0
16037;10558;9632;0
16039;10558;8356;0
16040;10558;11077;0
16041;10558;9633;0
16042;10558;3906;0
16043;10558;10574;0
16044;10558;10649;0
16045;10558;2431;0
16046;10558;7897;0
16047;10558;2027;0
16048;10558;5109;0
16049;10558;1254;0
16050;10558;3612;0
16051;10558;1520;0
16052;10558;11078;0
16053;10558;1767;0
16054;10558;11079;0
16055;10558;1260;0
16056;10558;3619;0
16057;10558;11080;0
16058;10558;5979;0
16059;10558;9650;0
16061;10558;1262;0
16062;10558;11081;0
16063;10558;2900;0
16066;10558;7784;0
16067;10558;1264;0
16068;10558;2838;0
16069;10558;2054;0
16070;10558;9661;0
16071;10558;1070;1
16072;10558;286;0
16073;10558;126;1
16074;10558;2496;0
16077;10558;5244;0
16078;10558;2067;0
16082;10558;879;0
16084;10558;10478;0
16088;10558;4048;0
16091;10558;5260;0
16100;10558;11092;0
16101;10558;10486;0
16106;10558;11095;0
16137;11114;11115;0
16138;11114;11116;1
16139;11114;11117;0
16140;11114;11118;0
16142;11114;11120;0
16143;11114;11121;0
16144;11114;11122;0
16148;11114;8910;0
16152;11114;11129;1
16153;11114;11130;1
16154;11114;11131;0
16155;11114;11132;0
16156;11114;11133;0
16157;11114;11134;0
16158;11114;11135;0
16160;11114;11137;0
16161;11114;11138;0
16162;11114;3101;0
16164;11114;11140;0
16165;11114;11141;0
16168;11114;11144;0
16173;11114;11149;0
16175;11114;4;0
16176;11114;11151;0
16177;11114;11152;0
16178;11114;8961;0
16180;11114;9460;0
16181;11114;11154;0
16182;11114;11155;0
16183;11114;11156;0
16184;11114;11157;1
16185;11114;11158;0
16188;11114;11161;0
16189;11114;9461;0
16190;11114;11162;0
16191;11114;411;1
16192;11114;11163;0
16193;11114;11164;0
16194;11114;6092;0
16197;11114;2704;0
16198;11114;8980;0
16199;11114;11167;0
16200;11114;2579;1
16201;11114;10698;0
16202;11114;11168;0
16203;11114;11169;0
16204;11114;10495;1
16205;11114;11170;0
16206;11114;6106;0
16211;11114;11173;0
16213;11114;10687;0
16215;11114;10499;0
16216;11114;11176;0
16217;11114;11177;0
16218;11114;10502;0
16219;11114;11178;0
16221;11114;11180;0
16222;11114;11181;0
16224;11114;10504;1
16225;11114;10505;0
16226;11114;11183;0
16231;11114;10509;0
16232;11114;9492;0
16233;11114;11187;0
16234;11114;11188;0
16235;11114;9493;0
16236;11114;10511;0
16237;11114;598;0
16238;11114;10513;0
16239;11114;11189;0
16241;11114;10515;0
16243;11114;10516;1
16244;11114;1500;0
16245;11114;9498;0
16246;11114;6197;0
16247;11114;11190;0
16248;11114;11191;0
16249;11114;10330;1
16250;11114;10520;0
16251;11114;10521;0
16252;11114;11192;1
16253;11114;10522;0
16254;11114;11193;0
16255;11114;10733;0
16256;11114;2604;0
16257;11114;11194;1
16258;11114;9787;1
16259;11114;10525;0
16260;11114;10524;0
16262;11114;9510;0
16263;11114;10529;1
16264;11114;10530;1
16265;11114;10688;0
16266;11114;11196;1
16267;11114;10980;0
16268;11114;10532;1
16269;11114;10533;1
16270;11114;9514;0
16272;11114;10534;0
16273;11114;11198;0
16277;11114;10536;0
16278;11114;11201;0
16279;11114;10537;0
16280;11114;11202;0
16281;11114;10538;0
16282;11114;10539;0
16283;11114;10540;0
16284;11114;11203;0
16285;11114;11204;0
16286;11114;10541;0
16287;11114;11205;0
16288;11114;10543;0
16289;11114;9019;0
16290;11114;11206;0
16291;11114;10746;0
16292;11114;10621;0
16293;11114;11207;0
16295;11114;11208;0
16296;11114;10544;0
16298;11114;11210;0
16301;11114;10546;0
16305;11114;10548;0
16306;11114;10622;0
16307;11114;6210;0
16308;11114;11004;0
16311;11114;10553;1
16312;11114;11214;0
16315;11114;93;0
16316;11114;3549;1
16317;11114;10555;0
16318;11114;9530;0
16319;11114;3562;0
16320;11114;3569;0
16322;11114;10562;0
16323;11114;10563;1
16324;11114;3575;0
16325;11114;3577;0
16326;11114;10632;0
16328;11114;10692;0
16329;11114;10570;0
16330;11114;10573;1
16331;11114;10574;0
16332;11114;10575;0
16333;11114;2791;0
16335;11114;10694;0
16336;11114;286;0
16337;11114;126;0
16346;11114;770;0
16356;11157;3111;0
16357;11157;8980;0
16358;11157;11228;0
16360;11157;11229;0
16361;11157;11230;0
16362;11157;10495;0
16366;11157;11232;0
16368;11157;3419;0
16369;11157;11234;0
16370;11157;11235;0
16371;11157;10720;0
16372;11157;10722;0
16373;11157;11178;0
16374;11157;11236;0
16375;11157;10503;0
16376;11157;11181;0
16378;11157;11237;0
16379;11157;10973;0
16380;11157;11238;0
16381;11157;7374;0
16382;11157;10320;0
16383;11157;11239;0
16384;11157;10975;0
16385;11157;10612;0
16386;11157;11240;0
16388;11157;11241;0
16389;11157;11242;0
16390;11157;1500;0
16391;11157;11243;0
16393;11157;11245;0
16394;11157;11246;0
16395;11157;10731;0
16396;11157;11247;0
16398;11157;10978;0
16399;11157;3465;0
16400;11157;3469;0
16401;11157;11192;0
16402;11157;3473;0
16403;11157;11249;0
16404;11157;2604;0
16405;11157;3475;0
16407;11157;10734;1
16408;11157;11251;0
16413;11157;10737;1
16415;11157;11255;0
16416;11157;10740;0
16417;11157;11256;0
16418;11157;10981;0
16419;11157;10742;0
16420;11157;3501;0
16421;11157;11257;0
16422;11157;10534;0
16425;11157;10537;0
16426;11157;10539;0
16427;11157;11259;0
16428;11157;10745;0
16429;11157;11260;0
16430;11157;11261;0
16431;11157;9593;0
16432;11157;11205;0
16433;11157;9019;0
16434;11157;11262;1
16435;11157;11207;0
16436;11157;1582;0
16437;11157;11263;0
16438;11157;11264;0
16439;11157;11265;0
16441;11157;11266;0
16442;11157;10748;0
16443;11157;10749;0
16444;11157;1586;0
16446;11157;10750;0
16447;11157;10548;0
16448;11157;6210;0
16454;11157;11271;0
16455;11157;11272;0
16456;11157;10755;0
16457;11157;10624;0
16458;11157;2775;0
16462;11157;93;0
16463;11157;3549;0
16464;11157;11274;0
16465;11157;2399;0
16467;11157;10627;0
16469;11157;10628;0
16470;11157;11276;0
16471;11157;11277;0
16473;11157;11279;0
16474;11157;10562;0
16475;11157;3575;0
16476;11157;10632;0
16478;11157;10634;0
16479;11157;10635;0
16480;11157;1997;0
16481;11157;2835;0
16483;11157;11281;0
16485;11157;10692;1
16486;11157;11283;0
16489;11157;10573;0
16490;11157;3906;0
16491;11157;10574;0
16492;11157;10575;0
16493;11157;7897;0
16494;11157;2791;0
16496;11157;1520;0
16498;11157;10694;0
16499;11157;1070;0
16500;11157;126;0
16503;11157;6229;0
16518;11157;770;0
16616;10333;11384;0
16617;10333;11385;0
16618;10333;11386;0
16619;10333;11387;1
16620;10333;11388;0
16622;10333;4145;1
16623;10333;11390;0
16624;10333;11391;0
16625;10333;11392;0
16626;10333;11393;0
16627;10333;11394;0
16633;10333;11400;0
16634;10333;4367;0
16635;10333;11401;0
16637;10333;11403;0
16638;10333;2600;0
16640;10333;6197;0
16641;10333;6143;1
16642;10333;10617;0
16644;10333;11406;0
16648;10333;10336;1
16650;10333;11410;0
16658;10333;11418;0
16660;10333;11420;1
16663;10333;11423;0
16665;10333;11425;0
16666;10333;4185;1
16667;10333;10340;0
16668;10333;11426;0
16670;10333;6155;0
16672;10333;11428;0
16673;10333;11429;0
16674;10333;1027;1
16678;10333;3524;0
16684;10333;10348;0
16690;10333;11443;0
16693;10333;11446;0
16694;10333;11447;1
16696;10333;11449;0
16697;10333;93;0
16698;10333;6347;1
16701;10333;9793;0
16702;10333;10355;0
16703;10333;11452;0
16704;10333;11453;1
16706;10333;9795;1
16707;10333;11455;1
16709;10333;11457;0
16710;10333;11458;1
16714;10333;11462;1
16715;10333;10360;0
16718;10333;11465;0
16722;10333;11468;0
16729;10333;11474;0
16730;10333;11475;1
16732;10333;10368;1
16733;10333;6373;1
16734;10333;11477;1
16735;10333;6377;1
16738;10333;10371;1
16739;10333;2040;0
16747;10333;879;0
16755;10333;4048;1
16780;10333;8033;1
16797;10333;4831;0
16799;10333;2150;0
16804;10333;770;1
16828;11544;5827;1
16829;11544;11547;1
16830;11544;11548;1
16831;11544;11549;1
16832;11544;11550;1
16833;11544;11551;0
16834;11544;11552;0
16835;11544;11553;0
16836;11544;11554;0
16839;11544;11556;1
16841;11544;11557;1
16844;11544;11560;0
16845;11544;7363;1
16846;11544;11561;0
16847;11544;744;0
16849;11544;11563;1
16850;11544;5930;0
16851;11544;1496;0
16853;11544;7367;0
16854;11544;11565;0
16855;11544;11566;1
16856;11544;7369;0
16857;11544;11567;1
16858;11544;11568;1
16859;11544;5853;0
16860;11544;2967;1
16861;11544;11569;0
16862;11544;5935;0
16863;11544;429;0
16864;11544;11570;0
16865;11544;3126;0
16867;11544;11571;0
16868;11544;11572;1
16871;11544;11574;0
16872;11544;11575;0
16873;11544;11576;1
16874;11544;11577;0
16875;11544;5856;1
16876;11544;11578;0
16877;11544;5861;1
16878;11544;11579;1
16880;11544;7766;0
16881;11544;11581;1
16882;11544;11582;1
16883;11544;990;0
16884;11544;3470;1
16885;11544;3472;0
16887;11544;11583;1
16888;11544;11584;0
16889;11544;1709;0
16890;11544;11585;0
16891;11544;1000;1
16892;11544;11586;0
16893;11544;11587;0
16894;11544;11588;0
16895;11544;11589;1
16896;11544;11590;0
16897;11544;11591;0
16898;11544;1009;1
16899;11544;6806;0
16900;11544;1011;0
16901;11544;5869;0
16903;11544;5870;0
16904;11544;11593;1
16905;11544;5872;0
16906;11544;7771;0
16907;11544;5958;0
16908;11544;11594;0
16909;11544;9519;1
16910;11544;9521;1
16911;11544;1722;0
16912;11544;7399;0
16913;11544;11595;0
16914;11544;1941;0
16915;11544;3897;1
16916;11544;1946;0
16917;11544;1036;0
16918;11544;11596;0
16919;11544;1958;1
16921;11544;93;0
16922;11544;1970;0
16923;11544;3901;1
16924;11544;1972;0
16926;11544;2980;0
16927;11544;1053;0
16928;11544;1055;0
16930;11544;11598;0
16931;11544;11599;0
16933;11544;11601;0
16934;11544;1057;0
16935;11544;2009;1
16936;11544;1172;0
16937;11544;11602;0
16939;11544;4017;1
16941;11544;1065;0
16944;11544;1630;0
16948;11544;5889;1
16949;11544;770;0
16954;11609;11610;0
16955;11609;5071;0
16956;11609;1496;0
16957;11609;8491;1
16958;11609;2967;0
16959;11609;2723;1
16960;11609;966;0
16962;11609;7764;1
16964;11609;11572;0
16965;11609;11611;0
16966;11609;748;1
16967;11609;2351;0
16968;11609;441;0
16969;11609;11578;1
16970;11609;2970;1
16971;11609;2600;0
16972;11609;1697;1
16973;11609;4168;0
16974;11609;7766;1
16975;11609;11612;0
16977;11609;990;1
16978;11609;4478;0
16981;11609;994;1
16982;11609;3141;0
16984;11609;752;0
16985;11609;1149;0
16988;11609;11584;0
16989;11609;1709;1
16991;11609;11618;0
16993;11609;11620;1
16994;11609;1000;0
16995;11609;2753;0
16997;11609;11622;0
16998;11609;6153;0
16999;11609;11623;0
17000;11609;1008;1
17001;11609;1009;1
17002;11609;6806;1
17003;11609;1011;1
17008;11609;11627;0
17010;11609;1425;1
17012;11609;10452;1
17013;11609;11629;1
17014;11609;11630;0
17015;11609;7771;1
17016;11609;11631;0
17017;11609;9519;0
17018;11609;3893;1
17019;11609;4186;1
17020;11609;11632;1
17022;11609;633;1
17023;11609;1722;1
17024;11609;4191;0
17025;11609;11634;0
17026;11609;11635;1
17027;11609;2976;1
17028;11609;1941;1
17029;11609;3897;1
17030;11609;1027;1
17031;11609;11636;0
17032;11609;1946;1
17037;11609;11640;0
17038;11609;11641;1
17040;11609;11643;1
17041;11609;11644;0
17043;11609;1035;0
17047;11609;11596;1
17049;11609;3177;0
17050;11609;1958;1
17053;11609;93;1
17054;11609;11649;0
17055;11609;3901;1
17056;11609;1973;1
17059;11609;2980;1
17061;11609;868;1
17063;11609;11654;1
17064;11609;11655;1
17066;11609;11657;0
17069;11609;1997;0
17070;11609;2627;0
17071;11609;11658;0
17074;11609;11659;0
17076;11609;818;0
17077;11609;6167;1
17078;11609;1057;1
17085;11609;3734;0
17086;11609;1062;1
17090;11609;4017;1
17094;11609;3621;0
17096;11609;1066;1
17097;11609;1069;0
17101;11609;286;0
17102;11609;126;0
17111;11609;9672;0
17121;11609;879;1
17161;11609;8033;0
17199;11609;770;1
17200;11609;2993;1
17245;11754;3955;0
17246;11754;11755;0
17247;11754;966;1
17248;11754;6132;0
17249;11754;11756;1
17252;11754;11759;0
17253;11754;11760;0
17254;11754;4168;1
17255;11754;11761;1
17257;11754;11618;1
17261;11754;2974;1
17262;11754;633;0
17263;11754;636;0
17264;11754;9020;0
17265;11754;1027;1
17266;11754;11766;0
17267;11754;11767;0
17268;11754;2982;1
17271;11754;11770;0
17293;11754;770;0
17298;11788;11789;0
17299;11788;11790;1
17300;11788;9004;0
17301;11788;11791;1
17304;11788;11793;1
17311;11788;11800;0
17312;11788;9491;1
17314;11788;11802;1
17315;11788;11803;1
17316;11788;9503;1
17317;11788;11804;0
17318;11788;11805;0
17320;11788;11807;1
17321;11788;11808;1
17322;11788;11809;0
17324;11788;11811;1
17328;11788;11814;0
17329;11788;11815;1
17330;11788;11816;1
17331;11788;11817;0
17332;11788;11818;0
17333;11788;1581;0
17334;11788;11819;1
17336;11788;11820;0
17338;11788;10548;0
17343;11788;10755;0
17344;11788;11826;0
17345;11788;11827;0
17346;11788;11828;0
17348;11788;93;0
17349;11788;2399;0
17351;11788;11830;0
17352;11788;3577;0
17354;11788;11832;0
17357;11788;11835;1
17358;11788;11836;1
17361;11788;11839;1
17362;11788;11840;1
17363;11788;2788;0
17364;11788;2791;0
17366;11788;1520;0
17369;11788;2040;0
17371;11788;126;0
17372;11788;1071;0
17391;11788;879;0
17421;11788;770;0
17431;11896;8880;0
17433;11896;11898;1
17435;11896;11900;1
17436;11896;11901;0
17437;11896;11902;0
17438;11896;11903;0
17439;11896;11904;0
17440;11896;11905;1
17441;11896;11906;0
17442;11896;11907;0
17444;11896;11909;1
17445;11896;8991;0
17446;11896;6106;0
17449;11896;11912;0
17450;11896;5071;0
17459;11896;6197;0
17460;11896;2604;0
17471;11896;11927;0
17473;11896;11929;0
17481;11896;93;0
17482;11896;3549;0
17486;11896;11938;0
17494;11896;10368;1
17495;11896;6373;1
17502;11896;1520;0
17503;11896;10371;1
17505;11896;7784;0
17506;11896;11949;0
17510;11896;1071;1
17548;11896;11984;0
17552;11896;11986;0
17560;11896;770;0
17614;12033;12035;0
17617;12033;12038;0
17618;12033;12039;0
17622;12033;2528;0
17628;12033;12048;0
17629;12033;12049;0
17630;12033;12050;0
17631;12033;12051;0
17637;12033;12057;0
17642;12033;739;0
17645;12033;10952;1
17651;12033;744;0
17656;12033;12072;0
17658;12033;12074;0
17660;12033;2333;0
17664;12033;748;0
17665;12033;4402;0
17666;12033;12078;0
17668;12033;12080;0
17669;12033;12081;0
17672;12033;12084;0
17676;12033;12088;0
17681;12033;12093;0
17688;12033;93;0
17690;12033;12101;0
17691;12033;12102;1
17693;12033;12104;0
17701;12033;12112;1
17715;12033;12124;0
17716;12033;6373;0
17717;12033;12125;0
17719;12033;12127;0
17721;12033;9636;0
17723;12033;6379;0
17727;12033;5216;0
17728;12033;9805;0
17736;12033;824;0
17741;12033;2496;0
17750;12033;5244;0
17754;12033;2067;0
17761;12033;879;0
17814;12033;770;0
17830;12202;523;0
17831;12202;421;0
17832;12202;579;0
17836;12202;437;0
17837;12202;615;0
17838;12202;451;0
17839;12202;617;1
17840;12202;619;0
17841;12202;624;0
17842;12202;630;0
17843;12202;633;0
17844;12202;636;1
17845;12202;640;0
17846;12202;468;0
17847;12202;473;1
17848;12202;482;0
17849;12202;485;0
17851;12205;12206;1
17852;12205;12207;0
17853;12205;7702;0
17854;12205;12208;0
17855;12205;12209;0
17856;12205;6758;1
17857;12205;12210;0
17858;12205;12211;1
17859;12205;12212;0
17860;12205;12213;0
17862;12205;12215;1
17864;12205;12216;1
17866;12205;12218;1
17867;12205;12219;0
17868;12205;12220;1
17869;12205;12221;1
17870;12205;12222;1
17871;12205;7736;0
17872;12205;8463;1
17873;12205;12223;1
17874;12205;5371;1
17875;12205;12224;1
17878;12205;12227;1
17879;12205;7344;0
17880;12205;12228;1
17881;12205;739;0
17883;12205;12230;1
17884;12205;12231;0
17885;12205;6090;1
17886;12205;6098;0
17888;12205;3406;0
17889;12205;5405;0
17890;12205;744;0
17891;12205;12233;0
17892;12205;6114;0
17893;12205;5071;0
17894;12205;1496;1
17897;12205;12236;0
17898;12205;12237;0
17902;12205;1722;0
17903;12205;12241;1
17904;12205;12242;0
17905;12205;93;0
17906;12205;12243;1
17907;12205;10629;1
17910;12205;1056;0
17911;12205;12246;1
17914;12205;1263;0
17915;12205;827;0
17927;12205;770;0
18097;12207;2507;0
18098;12207;12206;0
18099;12207;12262;0
18100;12207;7693;0
18101;12207;12263;1
18102;12207;12264;0
18103;12207;12265;0
18104;12207;12210;0
18105;12207;12266;0
18106;12207;12267;0
18107;12207;12213;1
18109;12207;12215;0
18111;12207;12268;0
18112;12207;12269;0
18113;12207;12270;0
18115;12207;12218;0
18116;12207;12220;0
18117;12207;12221;0
18118;12207;12271;0
18120;12207;12223;0
18121;12207;12272;0
18122;12207;12273;0
18123;12207;12274;0
18124;12207;12275;0
18125;12207;12276;0
18126;12207;8923;0
18127;12207;12277;0
18129;12207;12279;0
18130;12207;12227;0
18131;12207;12280;0
18132;12207;12281;0
18133;12207;12282;0
18134;12207;8950;0
18135;12207;12228;1
18136;12207;12283;1
18137;12207;12284;0
18138;12207;8960;0
18139;12207;12230;1
18140;12207;12231;0
18141;12207;6088;0
18142;12207;6090;1
18143;12207;12285;0
18144;12207;2699;0
18145;12207;8644;0
18146;12207;12286;0
18147;12207;6096;0
18148;12207;6098;0
18151;12207;7757;0
18152;12207;12288;0
18153;12207;744;0
18155;12207;12290;0
18156;12207;6114;0
18157;12207;12291;0
18158;12207;5071;0
18159;12207;1496;1
18160;12207;6119;0
18162;12207;7128;0
18163;12207;6122;0
18164;12207;12293;0
18165;12207;6126;1
18166;12207;12294;0
18168;12207;12296;0
18169;12207;12297;0
18170;12207;1697;1
18171;12207;5944;0
18173;12207;9774;0
18176;12207;12300;0
18177;12207;12301;0
18178;12207;1722;1
18179;12207;6156;0
18180;12207;1027;0
18181;12207;12302;0
18183;12207;12304;0
18184;12207;8682;0
18186;12207;93;1
18187;12207;12306;0
18188;12207;2407;0
18190;12207;1057;0
18191;12207;12307;0
18195;12207;3635;0
18210;12207;770;0
18212;12320;1027;0
18213;12320;93;0
18214;12320;8821;0
18215;12320;1239;0
18216;12320;3578;0
18217;12320;12321;0
18218;12320;6366;0
18219;12320;8825;0
18221;12320;12322;0
18222;12320;5216;0
18223;12320;12323;0
18224;12320;126;0
18228;12320;879;0
18242;12320;770;0
18254;12342;12343;0
18255;12342;12344;0
18256;12342;8328;0
18258;12342;8013;1
18259;12342;7706;0
18260;12342;12346;0
18261;12342;12347;0
18262;12342;12348;0
18263;12342;12349;0
18264;12342;12350;1
18265;12342;12351;0
18266;12342;12352;1
18267;12342;12353;0
18268;12342;12354;0
18269;12342;12355;0
18270;12342;12356;1
18271;12342;3018;0
18272;12342;12357;0
18273;12342;12358;1
18274;12342;12359;0
18275;12342;12360;0
18276;12342;12361;0
18277;12342;12362;0
18278;12342;12363;0
18279;12342;12364;1
18280;12342;12365;0
18281;12342;12366;0
18282;12342;12367;1
18283;12342;12368;0
18284;12342;12369;0
18286;12342;12371;0
18288;12342;12373;0
18290;12342;12374;1
18291;12342;12375;0
18292;12342;12376;0
18293;12342;12377;0
18294;12342;12378;0
18295;12342;12379;0
18296;12342;12380;0
18297;12342;9443;1
18298;12342;9445;1
18299;12342;12381;1
18300;12342;3106;0
18301;12342;12382;0
18302;12342;12383;1
18304;12342;12384;0
18305;12342;2578;0
18306;12342;12385;0
18307;12342;2488;1
18308;12342;744;1
18309;12342;12386;0
18310;12342;3763;0
18311;12342;9482;1
18312;12342;12387;0
18313;12342;966;0
18314;12342;3765;1
18315;12342;12388;1
18316;12342;12389;0
18317;12342;12390;1
18318;12342;12391;0
18319;12342;1152;1
18320;12342;12392;0
18322;12342;12394;0
18323;12342;3767;0
18324;12342;3770;1
18325;12342;1163;1
18327;12342;93;0
18328;12342;12396;0
18329;12342;1168;0
18330;12342;1044;0
18334;12342;12400;0
18336;12342;1767;0
18337;12342;2034;0
18339;12342;1070;0
18341;12342;12403;0
18353;12342;770;1
18356;3467;5931;0
18357;3467;5936;0
18359;3467;12414;0
18360;3467;12415;0
18361;3467;5939;0
18363;3467;5941;0
18364;3467;12297;0
18365;3467;5944;0
18368;3467;5728;0
18370;3467;12420;0
18371;3467;12421;0
18373;3467;6246;0
18374;3467;12422;0
18377;3467;12424;0
18378;3467;12425;0
18379;3467;12426;0
18380;3467;6051;0
18381;3467;12427;0
18382;3467;12428;0
18384;3467;12430;0
18387;3467;10619;0
18388;3467;12433;0
18397;3467;12441;0
18398;3467;12442;0
18399;3467;10745;0
18402;3467;12444;0
18403;3467;12445;0
18404;3467;12446;0
18405;3467;10340;0
18406;3467;12447;0
18415;3467;10341;1
18416;3467;12454;0
18417;3467;12455;0
18419;3467;12457;0
18420;3467;11636;0
18421;3467;12458;0
18422;3467;1727;0
18423;3467;12459;0
18425;3467;12461;0
18426;3467;12462;0
18428;3467;4000;0
18429;3467;12464;0
18431;3467;9601;0
18432;3467;12466;0
18435;3467;2773;0
18436;3467;12469;1
18441;3467;12472;0
18442;3467;12473;0
18443;3467;1743;0
18446;3467;12476;0
18447;3467;93;0
18448;3467;8692;0
18450;3467;1231;0
18451;3467;9619;0
18452;3467;3730;0
18453;3467;12478;0
18455;3467;3566;0
18457;3467;11071;0
18458;3467;10361;0
18462;3467;12481;0
18464;3467;1056;0
18465;3467;12483;0
18467;3467;10637;0
18468;3467;12485;0
18469;3467;12486;0
18471;3467;2012;1
18472;3467;2423;0
18473;3467;2014;0
18474;3467;1248;1
18475;3467;6066;0
18477;3467;12487;0
18478;3467;12488;0
18479;3467;12489;0
18480;3467;12490;0
18481;3467;10763;0
18482;3467;3601;0
18483;3467;3906;0
18484;3467;1518;0
18485;3467;9638;0
18486;3467;1062;0
18487;3467;9780;0
18488;3467;3612;0
18489;3467;1767;1
18490;3467;11079;0
18492;3467;1065;0
18493;3467;2040;0
18497;3467;1263;0
18498;3467;3623;0
18500;3467;3626;0
18501;3467;126;1
18502;3467;3629;0
18505;3467;12495;0
18510;3467;770;0
18541;12511;12526;0
18543;12511;12528;0
18547;12511;12532;0
18551;12511;12536;0
18554;12511;12539;0
18555;12511;865;0
18558;12511;4496;0
18575;12511;12558;0
18576;12511;12559;0
18578;12511;12561;1
18581;12511;5216;0
18587;12511;12568;0
18591;12511;2496;0
18600;12511;12577;0
18603;12511;879;0
18606;12511;2460;0
18656;12627;12628;0
18659;12627;12631;0
18660;12627;8880;1
18661;12627;7491;0
18663;12627;12633;0
18664;12627;12634;1
18665;12627;12635;1
18667;12627;12637;0
18669;12627;12639;0
18672;12627;12642;1
18673;12627;12643;0
18676;12627;12646;0
18677;12627;8207;1
18681;12627;12649;0
18683;12627;739;1
18686;12627;12653;0
18687;12627;6106;0
18688;12627;966;0
18690;12627;748;0
18692;12627;12656;0
18699;12627;12663;0
18701;12627;1027;0
18705;12627;818;0
18709;12627;12668;0
18715;12627;879;1
18738;12627;770;0
18743;8558;12693;0
18744;8558;12694;0
18745;8558;12695;0
18746;8558;12696;0
18747;8558;12697;0
18748;8558;12698;0
18749;8558;12699;1
18750;8558;12700;0
18751;8558;12701;0
18752;8558;12702;0
18753;8558;12703;0
18754;8558;12704;0
18755;8558;6745;0
18756;8558;12705;0
18757;8558;12706;0
18758;8558;8007;0
18759;8558;12707;0
18761;8558;1094;0
18762;8558;12708;0
18763;8558;7682;0
18764;8558;12709;0
18765;8558;12710;0
18766;8558;12711;0
18767;8558;12712;0
18768;8558;12713;0
18769;8558;12714;0
18770;8558;7067;0
18772;8558;12716;0
18773;8558;12717;0
18774;8558;2514;0
18775;8558;12718;0
18776;8558;12262;0
18777;8558;12719;0
18779;8558;12721;0
18781;8558;12723;0
18782;8558;8012;0
18784;8558;12725;0
18785;8558;8138;0
18786;8558;12726;0
18787;8558;12205;0
18788;8558;2805;0
18789;8558;7701;0
18790;8558;12727;0
18791;8558;12728;0
18792;8558;12208;1
18793;8558;12729;0
18794;8558;6758;0
18795;8558;2806;0
18796;8558;7087;0
18797;8558;12730;0
18799;8558;7088;0
18800;8558;12732;0
18801;8558;12733;0
18802;8558;12734;0
18803;8558;12735;0
18804;8558;12736;0
18805;8558;12737;0
18806;8558;12738;0
18807;8558;7712;0
18808;8558;12210;0
18809;8558;12739;0
18810;8558;8598;0
18811;8558;12740;0
18812;8558;12741;0
18813;8558;12742;0
18814;8558;4970;0
18815;8558;12743;0
18816;8558;12213;0
18817;8558;12744;0
18818;8558;2526;0
18819;8558;12745;0
18820;8558;7717;0
18821;8558;2528;0
18823;8558;3802;0
18824;8558;3018;0
18825;8558;12747;0
18827;8558;8888;0
18828;8558;7321;0
18829;8558;12749;0
18830;8558;12750;0
18831;8558;12268;0
18832;8558;12751;0
18833;8558;12752;0
18834;8558;12753;0
18835;8558;12754;0
18837;8558;12756;0
18839;8558;2812;0
18840;8558;12757;0
18841;8558;12758;0
18842;8558;12759;0
18843;8558;12760;0
18844;8558;2537;0
18845;8558;12761;0
18847;8558;8910;0
18850;8558;12764;0
18852;8558;12766;0
18853;8558;7739;0
18854;8558;5019;0
18855;8558;12767;0
18857;8558;12769;0
18858;8558;7741;0
18860;8558;5371;0
18861;8558;12272;0
18862;8558;12273;0
18863;8558;8628;0
18864;8558;12275;0
18865;8558;12770;0
18867;8558;8923;0
18868;8558;722;0
18871;8558;12774;0
18874;8558;12777;0
18875;8558;12778;0
18877;8558;12780;0
18878;8558;12781;0
18879;8558;12782;0
18880;8558;12783;0
18881;8558;12784;0
18882;8558;2817;0
18883;8558;8635;0
18884;8558;12282;0
18885;8558;12785;0
18886;8558;6081;0
18887;8558;2239;0
18889;8558;12787;0
18891;8558;12789;0
